Year,App.,Taxon,Class,Order,Family,Genus,Importer,Exporter,Origin,Importer reported quantity,Exporter reported quantity,Term,Unit,Purpose,Source
2009,I,Elephas maximus,Mammalia,Proboscidea,Elephantidae,Elephas,ES,US,XX,,1,ivory carvings,,Q,U
2009,I,Elephas maximus,Mammalia,Proboscidea,Elephantidae,Elephas,FJ,NZ,XX,,1,ivory pieces,,P,O
2009,I,Elephas maximus,Mammalia,Proboscidea,Elephantidae,Elephas,FR,AR,,,17,ivory carvings,,T,O
2009,I,Elephas maximus,Mammalia,Proboscidea,Elephantidae,Elephas,FR,CH,XX,,5,ivory carvings,,Q,O
2009,I,Elephas maximus,Mammalia,Proboscidea,Elephantidae,Elephas,FR,ZA,,,3,ivory carvings,,P,O
2009,I,Elephas maximus,Mammalia,Proboscidea,Elephantidae,Elephas,GB,AU,IN,,1,ivory carvings,,P,O
2009,I,Elephas maximus,Mammalia,Proboscidea,Elephantidae,Elephas,GB,NZ,IN,,1,ivory pieces,,P,O
2009,I,Elephas maximus,Mammalia,Proboscidea,Elephantidae,Elephas,GB,US,XX,,480,ivory carvings,,T,O
2009,I,Elephas maximus,Mammalia,Proboscidea,Elephantidae,Elephas,HK,AU,XX,,1,ivory carvings,,P,O
2009,I,Elephas maximus,Mammalia,Proboscidea,Elephantidae,Elephas,HK,DE,XX,20,,ivory carvings,,T,O
2009,I,Elephas maximus,Mammalia,Proboscidea,Elephantidae,Elephas,HK,FR,XX,3,,ivory carvings,,T,O
2009,I,Elephas maximus,Mammalia,Proboscidea,Elephantidae,Elephas,HK,GB,XX,1,,ivory carvings,,P,U
2009,I,Elephas maximus,Mammalia,Proboscidea,Elephantidae,Elephas,HK,GB,XX,63,,ivory carvings,,T,O
2009,I,Elephas maximus,Mammalia,Proboscidea,Elephantidae,Elephas,HK,US,XX,2,2,ivory carvings,,T,O
2009,I,Elephas maximus,Mammalia,Proboscidea,Elephantidae,Elephas,JP,DE,XX,,3,ivory carvings,,T,O
2009,I,Elephas maximus,Mammalia,Proboscidea,Elephantidae,Elephas,JP,NZ,XX,,22,ivory pieces,,P,O
2009,I,Elephas maximus,Mammalia,Proboscidea,Elephantidae,Elephas,JP,US,XX,,1,ivory carvings,,Q,W
2009,I,Elephas maximus,Mammalia,Proboscidea,Elephantidae,Elephas,JP,US,XX,,4,ivory carvings,,T,O
2009,I,Elephas maximus,Mammalia,Proboscidea,Elephantidae,Elephas,KR,US,XX,,1,ivory carvings,,Q,O
2009,I,Elephas maximus,Mammalia,Proboscidea,Elephantidae,Elephas,KR,US,XX,,8,ivory carvings,,T,O
2009,I,Elephas maximus,Mammalia,Proboscidea,Elephantidae,Elephas,MX,AR,,,1,ivory carvings,,T,O
2009,I,Elephas maximus,Mammalia,Proboscidea,Elephantidae,Elephas,NL,AR,,,11,ivory carvings,,T,O
2009,I,Elephas maximus,Mammalia,Proboscidea,Elephantidae,Elephas,NL,CH,XX,,3,ivory carvings,,T,O
2009,I,Elephas maximus,Mammalia,Proboscidea,Elephantidae,Elephas,NL,US,XX,,2,ivory carvings,,T,O
2009,I,Elephas maximus,Mammalia,Proboscidea,Elephantidae,Elephas,NO,GB,,65,,ivory carvings,,T,O
2009,I,Elephas maximus,Mammalia,Proboscidea,Elephantidae,Elephas,NZ,AU,IN,,1,ivory carvings,,P,O
2009,I,Elephas maximus,Mammalia,Proboscidea,Elephantidae,Elephas,NZ,AU,,,1,ivory carvings,,P,O
2009,I,Elephas maximus,Mammalia,Proboscidea,Elephantidae,Elephas,NZ,TH,,1,,ivory pieces,,P,I
2009,I,Elephas maximus,Mammalia,Proboscidea,Elephantidae,Elephas,RU,DE,JP,,6,ivory carvings,,T,O
2009,I,Elephas maximus,Mammalia,Proboscidea,Elephantidae,Elephas,RU,DE,XX,,23,ivory carvings,,T,O
2009,I,Elephas maximus,Mammalia,Proboscidea,Elephantidae,Elephas,TH,DE,XX,,1,ivory carvings,,T,O
2009,I,Elephas maximus,Mammalia,Proboscidea,Elephantidae,Elephas,TR,AE,,,6,ivory pieces,,Q,O
2009,I,Elephas maximus,Mammalia,Proboscidea,Elephantidae,Elephas,TR,DE,XX,,6,ivory carvings,,Q,O
2009,I,Elephas maximus,Mammalia,Proboscidea,Elephantidae,Elephas,TR,US,XX,,20,ivory carvings,,Q,O
2009,I,Elephas maximus,Mammalia,Proboscidea,Elephantidae,Elephas,US,AR,,,2,ivory carvings,,T,O
2009,I,Elephas maximus,Mammalia,Proboscidea,Elephantidae,Elephas,US,CA,XX,3,,ivory carvings,,E,O
2009,I,Elephas maximus,Mammalia,Proboscidea,Elephantidae,Elephas,US,CA,XX,3,,ivory carvings,,Q,O
2009,I,Elephas maximus,Mammalia,Proboscidea,Elephantidae,Elephas,US,CA,XX,1,,ivory carvings,,T,O
2009,I,Elephas maximus,Mammalia,Proboscidea,Elephantidae,Elephas,US,DE,XX,3,3,ivory carvings,,Q,O
2009,I,Elephas maximus,Mammalia,Proboscidea,Elephantidae,Elephas,US,DE,XX,1,2,ivory carvings,,T,O
2009,I,Elephas maximus,Mammalia,Proboscidea,Elephantidae,Elephas,US,FR,XX,7,,ivory carvings,,T,O
2009,I,Elephas maximus,Mammalia,Proboscidea,Elephantidae,Elephas,US,GB,XX,2,,ivory carvings,,P,I
2009,I,Elephas maximus,Mammalia,Proboscidea,Elephantidae,Elephas,US,GB,XX,254,,ivory carvings,,P,U
2009,I,Elephas maximus,Mammalia,Proboscidea,Elephantidae,Elephas,US,GB,XX,51,,ivory carvings,,P,W
2009,I,Elephas maximus,Mammalia,Proboscidea,Elephantidae,Elephas,US,GB,XX,1,,ivory carvings,,Q,O
2009,I,Elephas maximus,Mammalia,Proboscidea,Elephantidae,Elephas,US,GB,XX,5,,ivory carvings,,T,I
2009,I,Elephas maximus,Mammalia,Proboscidea,Elephantidae,Elephas,US,GB,XX,223,,ivory carvings,,T,O
2009,I,Elephas maximus,Mammalia,Proboscidea,Elephantidae,Elephas,US,GB,XX,1,,ivory pieces,,T,O
2009,I,Elephas maximus,Mammalia,Proboscidea,Elephantidae,Elephas,US,IN,,32,,ivory carvings,,T,I
2009,I,Elephas maximus,Mammalia,Proboscidea,Elephantidae,Elephas,US,JP,XX,1,,ivory carvings,,E,W
2009,I,Elephas maximus,Mammalia,Proboscidea,Elephantidae,Elephas,US,JP,XX,5,,ivory carvings,,Q,O
2009,I,Elephas maximus,Mammalia,Proboscidea,Elephantidae,Elephas,US,KH,,1,,ivory carvings,,P,I
2009,I,Elephas maximus,Mammalia,Proboscidea,Elephantidae,Elephas,US,KR,XX,9,,ivory carvings,,Q,O
2009,I,Elephas maximus,Mammalia,Proboscidea,Elephantidae,Elephas,US,MX,IN,32,,ivory carvings,,T,I
2009,I,Elephas maximus,Mammalia,Proboscidea,Elephantidae,Elephas,US,NL,XX,1,,ivory carvings,,Q,U
2009,I,Elephas maximus,Mammalia,Proboscidea,Elephantidae,Elephas,US,NZ,IN,,1,ivory carvings,,P,O
2009,I,Elephas maximus,Mammalia,Proboscidea,Elephantidae,Elephas,US,NZ,IN,1,,ivory carvings,,P,U
2009,I,Elephas maximus,Mammalia,Proboscidea,Elephantidae,Elephas,US,TH,,9,,ivory carvings,,P,I
2009,I,Elephas maximus,Mammalia,Proboscidea,Elephantidae,Elephas,US,VN,,2,,ivory carvings,,P,I
2009,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,AE,CI,,2,,ivory pieces,,,I
2009,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,AE,DE,XX,,6,ivory carvings,,T,O
2009,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,AE,DE,,2,,ivory pieces,,T,O
2009,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,AE,PT,AO,,2,ivory pieces,,T,O
2009,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,AE,PT,MZ,,1,ivory pieces,,T,O
2009,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,AE,US,XX,,2,ivory carvings,,T,O
2009,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,AE,US,XX,2,,ivory pieces,,P,W
2009,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,AE,XX,,4,,ivory pieces,,,I
2009,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,AL,CM,,,1,ivory carvings,,P,W
2009,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,AT,CH,XX,,2,ivory carvings,,E,O
2009,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,AT,CH,XX,,1,ivory carvings,,T,O
2009,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,AT,JP,XX,6,,ivory pieces,,Q,O
2009,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,AT,ZM,,1,,ivory carvings,,,I
2009,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,AU,BR,XX,,12,ivory pieces,,P,O
2009,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,AU,DE,XX,,1,ivory carvings,,T,O
2009,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,AU,KE,,,9,ivory carvings,,P,W
2009,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,AU,NC,XX,,8.7,ivory carvings,kg,P,W
2009,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,AU,NZ,AU,,2,ivory carvings,,P,O
2009,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,AU,NZ,GB,,1,ivory carvings,,P,O
2009,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,AU,NZ,GB,,14,ivory pieces,,P,O
2009,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,AU,NZ,IT,,2,ivory carvings,,P,O
2009,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,AU,NZ,XX,,8,ivory carvings,,P,O
2009,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,AU,NZ,XX,,56,ivory pieces,,P,O
2009,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,BE,CH,XX,,1,ivory carvings,,T,O
2009,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,BE,US,XX,,1,ivory carvings,,Q,W
2009,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,BE,US,XX,,5,ivory carvings,,T,O
2009,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,BR,PT,XX,,1,ivory pieces,,T,O
2009,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,BR,US,XX,,1,ivory carvings,,T,O
2009,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,CA,AU,XX,,12,ivory carvings,,P,O
2009,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,CA,DE,XX,,3,ivory carvings,,T,O
2009,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,CA,GB,XX,50,,ivory pieces,,P,O
2009,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,CA,GB,XX,8,,ivory pieces,,Q,O
2009,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,CA,NC,XX,,0.5,ivory carvings,kg,P,W
2009,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,CA,NZ,GB,,23,ivory carvings,,P,O
2009,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,CA,NZ,XX,,3,ivory carvings,,P,O
2009,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,CA,NZ,XX,,1,ivory pieces,,P,O
2009,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,CA,US,XX,,1,ivory carvings,,P,O
2009,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,CA,US,XX,,63,ivory carvings,,P,W
2009,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,CA,US,XX,,13,ivory carvings,,Q,O
2009,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,CA,US,XX,,1,ivory carvings,,T,O
2009,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,CA,US,XX,206,,ivory pieces,,P,O
2009,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,CA,US,XX,52,,ivory pieces,,T,O
2009,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,CH,BW,,2,,ivory pieces,,H,W
2009,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,CH,CI,,,23.85,ivory pieces,kg,P,O
2009,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,CH,DE,CM,1,,ivory carvings,,T,O
2009,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,CH,DE,XX,49,50,ivory carvings,,P,O
2009,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,CH,DE,XX,,1,ivory carvings,,P,W
2009,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,CH,DE,XX,51,48,ivory carvings,,T,O
2009,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,CH,DE,XX,,0.75,ivory pieces,kg,T,O
2009,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,CH,DE,XX,100,,ivory pieces,,T,O
2009,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,CH,DE,ZA,1,,ivory carvings,,P,O
2009,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,CH,ES,XX,1,,ivory carvings,,T,O
2009,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,CH,FR,SD,4,,ivory carvings,,Q,O
2009,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,CH,FR,XX,4,,ivory carvings,,P,O
2009,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,CH,FR,XX,1,,ivory carvings,,Q,O
2009,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,CH,FR,XX,12,,ivory carvings,,T,O
2009,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,CH,GB,XX,2,,ivory carvings,,P,O
2009,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,CH,GB,XX,55,,ivory carvings,,T,O
2009,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,CH,GB,XX,1,,ivory pieces,,T,O
2009,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,CH,IT,XX,1,,ivory carvings,,T,O
2009,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,CH,NL,XX,1,,ivory carvings,,T,O
2009,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,CH,NL,XX,,4,ivory pieces,kg,T,O
2009,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,CH,NZ,XX,,8,ivory carvings,,P,O
2009,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,CH,PL,TZ,52,52,ivory pieces,,T,O
2009,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,CH,RU,XX,,24,ivory carvings,,Q,O
2009,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,CH,US,CF,,1,ivory carvings,,T,O
2009,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,CH,US,XX,,1,ivory carvings,,E,W
2009,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,CH,US,XX,2,,ivory carvings,,Q,O
2009,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,CH,US,XX,3,3,ivory carvings,,T,O
2009,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,CH,US,XX,,12,ivory pieces,,T,O
2009,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,CH,US,,1,,ivory carvings,,T,O
2009,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,CN,AU,XX,,3,ivory carvings,,P,O
2009,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,CN,DE,XX,,6,ivory carvings,,T,O
2009,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,CN,DE,XX,,840.56,ivory pieces,kg,T,O
2009,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,CN,IT,XX,,3,ivory pieces,,E,O
2009,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,CN,US,XX,,1,ivory carvings,,T,O
2009,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,DE,AE,XX,1,,ivory carvings,,P,O
2009,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,DE,AE,XX,11,,ivory carvings,,T,O
2009,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,DE,AE,,,5,ivory pieces,,T,O
2009,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,DE,CH,XX,1,,ivory carvings,,P,O
2009,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,DE,CH,XX,2,2,ivory carvings,,Q,O
2009,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,DE,CH,XX,54,52,ivory carvings,,T,O
2009,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,DE,QA,XX,1,,ivory carvings,,P,O
2009,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,DE,SY,XX,5,,ivory carvings,,Q,O
2009,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,DE,US,XX,5,2,ivory carvings,,P,O
2009,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,DE,US,XX,2,,ivory carvings,,Q,O
2009,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,DE,US,XX,,2,ivory carvings,,Q,W
2009,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,DE,US,XX,9,9,ivory carvings,,T,O
2009,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,FJ,NZ,XX,,1,ivory pieces,,P,O
2009,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,FR,AU,XX,,2,ivory carvings,,Q,O
2009,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,FR,CF,,,80,ivory carvings,,H,
2009,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,FR,CH,XX,,2,ivory carvings,,Q,O
2009,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,FR,CH,XX,,5,ivory carvings,,T,O
2009,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,FR,HK,XX,,4,ivory carvings,,T,O
2009,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,FR,NZ,XX,,1,ivory pieces,,P,O
2009,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,FR,US,XX,,1,ivory carvings,,E,U
2009,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,FR,US,XX,,3,ivory carvings,,Q,O
2009,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,FR,US,XX,,3,ivory carvings,,T,O
2009,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,FR,US,ZA,,3,ivory carvings,,T,O
2009,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,GB,AR,,,5,ivory carvings,,T,O
2009,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,GB,AU,XX,,19,ivory carvings,,P,O
2009,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,GB,AU,XX,,4,ivory carvings,,Q,O
2009,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,GB,AU,XX,,1,ivory carvings,,T,O
2009,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,GB,CH,XX,,36,ivory carvings,,T,O
2009,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,GB,MA,XX,,2,ivory carvings,,E,I
2009,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,GB,NZ,GB,,1,ivory pieces,,P,O
2009,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,GB,NZ,XX,,27,ivory carvings,,P,O
2009,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,GB,NZ,XX,,12,ivory pieces,,P,O
2009,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,GB,QA,XX,,6,ivory carvings,,T,O
2009,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,GB,US,XX,,1,ivory carvings,,E,O
2009,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,GB,US,XX,,24,ivory carvings,,Q,O
2009,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,GB,US,XX,,9,ivory carvings,,Q,U
2009,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,GB,US,XX,,1584,ivory carvings,,T,O
2009,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,GB,US,XX,,6,ivory pieces,,T,O
2009,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,GR,QA,EG,,1,ivory carvings,,Q,O
2009,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,GR,US,XX,,4,ivory carvings,,Q,O
2009,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,GR,US,XX,,2,ivory carvings,,Q,W
2009,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,GR,US,XX,,2,ivory carvings,,T,O
2009,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,GR,XV,,3,,ivory carvings,,E,O
2009,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,HK,DE,XX,112,,ivory carvings,,T,O
2009,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,HK,DE,XX,479.54,,ivory pieces,kg,T,O
2009,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,HK,FR,XX,5,,ivory carvings,,T,O
2009,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,HK,GB,XX,47,,ivory carvings,,T,O
2009,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,HK,NZ,HK,,6,ivory carvings,,P,O
2009,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,HK,NZ,XX,6,,ivory carvings,,T,O
2009,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,HK,US,XX,16,17,ivory carvings,,T,O
2009,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,HU,US,XX,,52,ivory carvings,,P,O
2009,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,IL,PL,NG,,27,ivory carvings,,P,O
2009,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,IT,CH,XX,,1,ivory carvings,,T,O
2009,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,IT,US,XX,,13,ivory carvings,,Q,W
2009,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,JO,AE,XX,,5,ivory pieces,,E,W
2009,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,JP,AT,XX,,6,ivory pieces,,Q,O
2009,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,JP,DE,XX,,2,ivory carvings,,P,O
2009,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,JP,DE,XX,,62,ivory carvings,,T,O
2009,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,JP,IL,,,1,ivory carvings,,Q,O
2009,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,JP,US,XX,,3,ivory carvings,,T,O
2009,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,KR,AT,XX,,2,ivory carvings,,T,O
2009,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,LB,AE,XX,,6,ivory pieces,,E,W
2009,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,LB,CI,,,20.4,ivory pieces,kg,P,O
2009,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,LB,US,XX,,2,ivory carvings,,T,O
2009,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,LT,XX,,1,,ivory carvings,,,I
2009,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,LU,CH,XX,,1,ivory carvings,,T,O
2009,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,LY,AE,XX,,5,ivory pieces,,E,W
2009,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,MA,GB,,2,,ivory carvings,,E,I
2009,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,MA,GH,,,7,ivory carvings,,P,W
2009,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,MO,AT,CG,50,,ivory carvings,,T,O
2009,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,MX,US,XX,,1,ivory carvings,,T,O
2009,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,NL,CH,XX,,1,ivory carvings,,P,O
2009,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,NL,US,CD,,1,ivory pieces,,E,O
2009,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,NL,US,XX,,3,ivory carvings,,T,O
2009,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,NO,DE,XX,,32,ivory carvings,,P,O
2009,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,NO,GB,,64,,ivory carvings,,T,O
2009,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,NO,US,XX,,1,ivory carvings,,T,O
2009,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,NO,US,,1,,ivory carvings,,T,O
2009,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,NZ,AU,XX,,24,ivory carvings,,P,O
2009,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,NZ,AU,,1,1,ivory carvings,,P,O
2009,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,NZ,DE,XX,,1,ivory carvings,,P,O
2009,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,NZ,GB,,50,,ivory carvings,,P,O
